192,64232
192.1,64657
192.2,63934
192.3,64487
192.4,64344
192.5,64047
192.6,64488
192.7,64041
192.8,64024
192.9,64153
193,64233
193.1,63999
193.2,63657
193.3,63671
193.4,63919
193.5,64059
193.6,63828
193.7,64136
193.8,63798
193.9,63607
194,63963
194.1,63989
194.2,63736
194.3,63691
194.4,63166
194.5,63820
194.6,62808
194.7,63383
194.8,63701
194.9,63418
195,63685
195.1,63820
195.2,63189
195.3,63332
195.4,63096
195.5,63168
195.6,63406
195.7,63797
195.8,62980
195.9,62982
196,63618
196.1,63345
196.2,63569
196.3,63531
196.4,64087
196.5,63484
196.6,63768
196.7,64527
196.8,64379
196.9,64692
197,64876
197.1,65957
197.2,65848
197.3,66595
197.4,68208
197.5,68553
197.6,69983
197.7,71896
197.8,73315
197.9,75208
198,77994
198.1,79634
198.2,82292
198.3,84696
198.4,88181
198.5,91318
198.6,94511
198.7,97330
198.8,101227
198.9,103440
199,106117
199.1,108516
199.2,110320
199.3,112688
199.4,114096
199.5,116303
199.6,118139
199.7,119893
199.8,121569
199.9,121999
200,121691
200.1,120673
200.2,118230
200.3,113894
200.4,109610
200.5,104553
200.6,99055
200.7,93322
200.8,88054
200.9,83242
201,78712
201.1,75782
201.2,72699
201.3,70432
201.4,69156
201.5,67476
201.6,66202
201.7,65497
201.8,64581
201.9,64105
202,63128
202.1,63044
202.2,62737
202.3,62374
202.4,62684
202.5,63046
202.6,62248
202.7,62737
202.8,62872
202.9,62674
203,62909
203.1,63137
203.2,62867
203.3,62832
203.4,62364
203.5,62091
203.6,62866
203.7,61866
203.8,62736
203.9,62314
204,62962
204.1,62399
204.2,63057
204.3,62762
204.4,62273
204.5,62174
204.6,62053
204.7,61967
204.8,61779
204.9,62190
205,62001

