192,65048
192.1,65196
192.2,65201
192.3,65148
192.4,64807
192.5,64907
192.6,64888
192.7,64710
192.8,65191
192.9,65159
193,64655
193.1,64523
193.2,64560
193.3,64806
193.4,64516
193.5,64413
193.6,64568
193.7,64314
193.8,64387
193.9,64353
194,64646
194.1,64278
194.2,64012
194.3,63524
194.4,64106
194.5,64363
194.6,64298
194.7,64192
194.8,63943
194.9,63683
195,64097
195.1,63639
195.2,63560
195.3,63626
195.4,64399
195.5,64052
195.6,64036
195.7,64007
195.8,63928
195.9,63747
196,64625
196.1,64200
196.2,64371
196.3,64284
196.4,63751
196.5,64170
196.6,64639
196.7,65321
196.8,65655
196.9,66001
197,66361
197.1,67441
197.2,67642
197.3,68581
197.4,69141
197.5,71328
197.6,72680
197.7,74956
197.8,77376
197.9,79925
198,82895
198.1,86447
198.2,90417
198.3,95080
198.4,99308
198.5,103275
198.6,106847
198.7,111827
198.8,115341
198.9,118175
199,121148
199.1,123744
199.2,125355
199.3,127358
199.4,128469
199.5,129373
199.6,129418
199.7,129518
199.8,130254
199.9,127958
200,126338
200.1,123610
200.2,120820
200.3,115871
200.4,110878
200.5,106130
200.6,100352
200.7,94750
200.8,89634
200.9,84895
201,80207
201.1,76359
201.2,73781
201.3,71235
201.4,69154
201.5,67944
201.6,66956
201.7,66002
201.8,65287
201.9,64555
202,64246
202.1,64276
202.2,63574
202.3,63711
202.4,63144
202.5,63089
202.6,63438
202.7,63327
202.8,63114
202.9,62961
203,62828
203.1,63062
203.2,63108
203.3,63417
203.4,63043
203.5,62691
203.6,62721
203.7,62475
203.8,62455
203.9,62584
204,62737
204.1,62513
204.2,62987
204.3,62950
204.4,63026
204.5,63151
204.6,62826
204.7,62809
204.8,62572
204.9,62450
205,61744

