192,60107
192.1,60592
192.2,60340
192.3,60581
192.4,60892
192.5,60708
192.6,60137
192.7,60284
192.8,59948
192.9,60032
193,60074
193.1,60165
193.2,60474
193.3,60409
193.4,60535
193.5,60976
193.6,60857
193.7,60449
193.8,60660
193.9,60628
194,60474
194.1,60199
194.2,60098
194.3,59787
194.4,59904
194.5,60211
194.6,60641
194.7,60511
194.8,60682
194.9,60154
195,60104
195.1,59769
195.2,60359
195.3,59861
195.4,60557
195.5,59979
195.6,60558
195.7,60141
195.8,60227
195.9,60605
196,59928
196.1,60143
196.2,60306
196.3,60285
196.4,60179
196.5,59471
196.6,59991
196.7,60672
196.8,61126
196.9,60351
197,60784
197.1,60638
197.2,60800
197.3,60898
197.4,61380
197.5,61073
197.6,61031
197.7,61578
197.8,61631
197.9,62107
198,62974
198.1,63427
198.2,64164
198.3,65181
198.4,65460
198.5,66504
198.6,67738
198.7,69974
198.8,71562
198.9,73807
199,75594
199.1,77936
199.2,79674
199.3,82151
199.4,83590
199.5,84599
199.6,84709
199.7,84263
199.8,82987
199.9,81977
200,79528
200.1,77575
200.2,75046
200.3,72966
200.4,70527
200.5,68355
200.6,66809
200.7,65725
200.8,64855
200.9,63305
201,62593
201.1,61974
201.2,61450
201.3,60932
201.4,60752
201.5,61163
201.6,60671
201.7,60410
201.8,60800
201.9,60103
202,60323
202.1,60179
202.2,59939
202.3,59953
202.4,60418
202.5,60303
202.6,60598
202.7,60574
202.8,60867
202.9,60609
203,60427
203.1,60749
203.2,60073
203.3,59822
203.4,60216
203.5,60072
203.6,60432
203.7,60199
203.8,60434
203.9,60812
204,60436
204.1,60494
204.2,59884
204.3,60870
204.4,60640
204.5,60339
204.6,60560
204.7,59975
204.8,60153
204.9,60551
205,60424

