192,63595
192.1,63683
192.2,63942
192.3,63925
192.4,63713
192.5,63809
192.6,63713
192.7,63628
192.8,63462
192.9,63720
193,63319
193.1,62838
193.2,63057
193.3,63087
193.4,63104
193.5,63974
193.6,63038
193.7,63042
193.8,63299
193.9,63123
194,62861
194.1,63258
194.2,63388
194.3,62842
194.4,62858
194.5,62625
194.6,63270
194.7,63224
194.8,62884
194.9,63601
195,63512
195.1,63666
195.2,63662
195.3,63181
195.4,63028
195.5,62965
195.6,63104
195.7,62933
195.8,62942
195.9,62838
196,62774
196.1,62684
196.2,62915
196.3,63102
196.4,63140
196.5,63452
196.6,63713
196.7,63450
196.8,63970
196.9,64081
197,63937
197.1,64368
197.2,65107
197.3,65722
197.4,66779
197.5,66722
197.6,67897
197.7,69068
197.8,70035
197.9,71838
198,73459
198.1,75266
198.2,77045
198.3,79111
198.4,81142
198.5,83808
198.6,85803
198.7,87957
198.8,90548
198.9,92771
199,95069
199.1,97238
199.2,99300
199.3,102179
199.4,104865
199.5,107996
199.6,110858
199.7,114444
199.8,116259
199.9,117653
200,117907
200.1,116918
200.2,114630
200.3,112661
200.4,108470
200.5,103341
200.6,98817
200.7,92686
200.8,87200
200.9,83183
201,78631
201.1,75389
201.2,72778
201.3,69973
201.4,68448
201.5,67129
201.6,66170
201.7,64953
201.8,64493
201.9,63669
202,63240
202.1,63624
202.2,63568
202.3,62908
202.4,62592
202.5,62787
202.6,62237
202.7,62838
202.8,63012
202.9,62640
203,63037
203.1,62919
203.2,62750
203.3,62723
203.4,62496
203.5,62708
203.6,62093
203.7,62380
203.8,62110
203.9,62294
204,62634
204.1,62466
204.2,62040
204.3,62007
204.4,62295
204.5,62437
204.6,62543
204.7,62058
204.8,62232
204.9,62022
205,61930

