192,67259
192.1,66862
192.2,66231
192.3,66446
192.4,66011
192.5,65849
192.6,65898
192.7,66073
192.8,66231
192.9,66402
193,66167
193.1,65997
193.2,66170
193.3,65947
193.4,66229
193.5,66224
193.6,65893
193.7,65700
193.8,65603
193.9,65474
194,65603
194.1,66024
194.2,65464
194.3,65588
194.4,66030
194.5,65611
194.6,65312
194.7,65763
194.8,65391
194.9,65170
195,65052
195.1,64652
195.2,64720
195.3,65587
195.4,64928
195.5,65186
195.6,65308
195.7,65553
195.8,65591
195.9,65515
196,64751
196.1,64757
196.2,64626
196.3,65118
196.4,65823
196.5,65675
196.6,66414
196.7,66480
196.8,67162
196.9,67499
197,68180
197.1,69392
197.2,70204
197.3,70683
197.4,71836
197.5,73785
197.6,75882
197.7,77838
197.8,81046
197.9,84322
198,88744
198.1,93466
198.2,98106
198.3,103356
198.4,108511
198.5,113600
198.6,118392
198.7,122890
198.8,126219
198.9,128933
199,132415
199.1,134557
199.2,136157
199.3,138098
199.4,139045
199.5,138968
199.6,137721
199.7,136687
199.8,135085
199.9,133319
200,130202
200.1,127932
200.2,123095
200.3,119000
200.4,113350
200.5,107369
200.6,102169
200.7,96421
200.8,91419
200.9,85770
201,81752
201.1,77951
201.2,74290
201.3,72018
201.4,69835
201.5,68602
201.6,67311
201.7,66335
201.8,65602
201.9,65251
202,65218
202.1,65202
202.2,65009
202.3,64668
202.4,64829
202.5,64594
202.6,64010
202.7,63970
202.8,64100
202.9,64550
203,63945
203.1,63904
203.2,64985
203.3,64023
203.4,64003
203.5,63649
203.6,63869
203.7,64105
203.8,64233
203.9,64193
204,64217
204.1,63827
204.2,63752
204.3,63340
204.4,63693
204.5,64250
204.6,63780
204.7,64213
204.8,64027
204.9,64308
205,64141

