192,67423
192.1,67568
192.2,67315
192.3,66628
192.4,66861
192.5,67436
192.6,67549
192.7,67050
192.8,66872
192.9,67356
193,66302
193.1,66522
193.2,66450
193.3,66852
193.4,66614
193.5,66480
193.6,66134
193.7,66225
193.8,65894
193.9,65533
194,65975
194.1,65916
194.2,65843
194.3,65744
194.4,65814
194.5,66162
194.6,65730
194.7,66433
194.8,66448
194.9,66129
195,65275
195.1,65401
195.2,65863
195.3,65559
195.4,65770
195.5,65822
195.6,65817
195.7,65766
195.8,65898
195.9,65890
196,66673
196.1,66255
196.2,66207
196.3,66425
196.4,66807
196.5,66864
196.6,67551
196.7,67998
196.8,68043
196.9,69053
197,70243
197.1,71007
197.2,72347
197.3,73697
197.4,75093
197.5,77886
197.6,80488
197.7,83741
197.8,88135
197.9,91728
198,96951
198.1,102861
198.2,109306
198.3,115943
198.4,123645
198.5,130393
198.6,136434
198.7,142128
198.8,146541
198.9,150122
199,152830
199.1,154221
199.2,153806
199.3,153923
199.4,152983
199.5,151944
199.6,150228
199.7,147804
199.8,145200
199.9,142241
200,137830
200.1,132879
200.2,127581
200.3,120922
200.4,114553
200.5,108627
200.6,101896
200.7,95794
200.8,90118
200.9,85365
201,81206
201.1,77211
201.2,74685
201.3,72136
201.4,70020
201.5,68634
201.6,67246
201.7,66824
201.8,65927
201.9,65568
202,65635
202.1,65031
202.2,65488
202.3,65213
202.4,65324
202.5,64796
202.6,65423
202.7,64431
202.8,64502
202.9,64548
203,64322
203.1,64288
203.2,64424
203.3,64058
203.4,63732
203.5,64271
203.6,64590
203.7,64627
203.8,64483
203.9,64581
204,64335
204.1,64489
204.2,64260
204.3,63912
204.4,64157
204.5,64019
204.6,64038
204.7,64657
204.8,64461
204.9,64795
205,64601

