192,65953
192.1,65714
192.2,65315
192.3,65469
192.4,65737
192.5,65126
192.6,65236
192.7,64834
192.8,65352
192.9,65597
193,65697
193.1,65605
193.2,65440
193.3,65475
193.4,64959
193.5,65219
193.6,64815
193.7,64402
193.8,64899
193.9,64337
194,65594
194.1,64947
194.2,65072
194.3,65267
194.4,64746
194.5,64238
194.6,64581
194.7,64664
194.8,64501
194.9,64740
195,64304
195.1,64568
195.2,64554
195.3,64425
195.4,64513
195.5,64451
195.6,64736
195.7,64469
195.8,64415
195.9,63991
196,64511
196.1,65083
196.2,64971
196.3,64903
196.4,65227
196.5,65887
196.6,65553
196.7,65508
196.8,66280
196.9,66840
197,67299
197.1,67937
197.2,68605
197.3,69363
197.4,70423
197.5,72418
197.6,74627
197.7,76768
197.8,79427
197.9,82191
198,85717
198.1,89895
198.2,93476
198.3,98414
198.4,102605
198.5,108068
198.6,113027
198.7,117127
198.8,121249
198.9,124663
199,126724
199.1,129172
199.2,130842
199.3,131470
199.4,132458
199.5,132322
199.6,133726
199.7,133509
199.8,133325
199.9,131831
200,129939
200.1,127054
200.2,122143
200.3,118088
200.4,112890
200.5,107058
200.6,100756
200.7,95634
200.8,90291
200.9,84470
201,80334
201.1,76799
201.2,73765
201.3,71331
201.4,69772
201.5,68284
201.6,66874
201.7,65499
201.8,64814
201.9,65248
202,64603
202.1,64630
202.2,63852
202.3,63923
202.4,63928
202.5,63822
202.6,63718
202.7,63512
202.8,63802
202.9,63754
203,63741
203.1,63494
203.2,63614
203.3,63622
203.4,63433
203.5,63461
203.6,63441
203.7,63131
203.8,62995
203.9,62817
204,62866
204.1,63334
204.2,63288
204.3,63097
204.4,62917
204.5,63111
204.6,63350
204.7,63089
204.8,63290
204.9,63297
205,63458

