192,67338
192.1,67352
192.2,66989
192.3,66936
192.4,66514
192.5,66937
192.6,66889
192.7,67190
192.8,67299
192.9,67324
193,67416
193.1,66827
193.2,67296
193.3,66912
193.4,66675
193.5,66259
193.6,66312
193.7,65932
193.8,66086
193.9,66497
194,66308
194.1,66757
194.2,66958
194.3,67289
194.4,66726
194.5,66197
194.6,66658
194.7,65850
194.8,65781
194.9,65573
195,65817
195.1,65578
195.2,66188
195.3,66086
195.4,65734
195.5,66235
195.6,66101
195.7,66207
195.8,65949
195.9,65810
196,66021
196.1,65666
196.2,66502
196.3,66102
196.4,66722
196.5,66981
196.6,67196
196.7,67930
196.8,68413
196.9,69770
197,70263
197.1,70414
197.2,71682
197.3,73713
197.4,75469
197.5,77643
197.6,80777
197.7,84033
197.8,88200
197.9,92513
198,98113
198.1,103883
198.2,109754
198.3,116989
198.4,123501
198.5,130495
198.6,136111
198.7,140506
198.8,144734
198.9,148669
199,151360
199.1,153628
199.2,154001
199.3,154239
199.4,153505
199.5,152292
199.6,150346
199.7,149188
199.8,145399
199.9,141466
200,136942
200.1,131795
200.2,126706
200.3,121688
200.4,115709
200.5,108699
200.6,102749
200.7,96547
200.8,91248
200.9,85389
201,80442
201.1,77444
201.2,74005
201.3,71140
201.4,69981
201.5,69337
201.6,67503
201.7,66477
201.8,66546
201.9,66086
202,66356
202.1,65676
202.2,65766
202.3,65219
202.4,64908
202.5,64787
202.6,64760
202.7,64725
202.8,64835
202.9,65052
203,64984
203.1,64635
203.2,64791
203.3,64660
203.4,65016
203.5,64480
203.6,64648
203.7,64616
203.8,64491
203.9,64457
204,64279
204.1,64032
204.2,64080
204.3,64413
204.4,64497
204.5,64968
204.6,65020
204.7,64415
204.8,64146
204.9,64359
205,64381

