192,62690
192.1,62711
192.2,63142
192.3,63086
192.4,63134
192.5,63171
192.6,63127
192.7,63237
192.8,63115
192.9,62655
193,62229
193.1,62166
193.2,62432
193.3,62031
193.4,62476
193.5,62401
193.6,62382
193.7,62571
193.8,62520
193.9,63353
194,63048
194.1,62623
194.2,62390
194.3,62450
194.4,62550
194.5,62565
194.6,62132
194.7,62608
194.8,62114
194.9,62187
195,62494
195.1,62497
195.2,62969
195.3,62688
195.4,62071
195.5,62352
195.6,62075
195.7,62045
195.8,62142
195.9,62183
196,62178
196.1,62665
196.2,62640
196.3,62741
196.4,62261
196.5,62623
196.6,62704
196.7,63087
196.8,63317
196.9,63476
197,63232
197.1,63236
197.2,63946
197.3,63739
197.4,64152
197.5,65681
197.6,65266
197.7,66393
197.8,67336
197.9,69108
198,69907
198.1,70928
198.2,72229
198.3,74068
198.4,75715
198.5,77335
198.6,79304
198.7,80531
198.8,82928
198.9,85100
199,87418
199.1,89206
199.2,91568
199.3,94353
199.4,97394
199.5,100554
199.6,104527
199.7,108653
199.8,110821
199.9,113672
200,115413
200.1,115382
200.2,114352
200.3,110748
200.4,106796
200.5,102659
200.6,96616
200.7,91140
200.8,85989
200.9,82042
201,78121
201.1,74468
201.2,71873
201.3,69194
201.4,67638
201.5,66170
201.6,65503
201.7,63979
201.8,63623
201.9,63352
202,62622
202.1,62428
202.2,62529
202.3,62144
202.4,62055
202.5,61980
202.6,62680
202.7,62708
202.8,61970
202.9,61911
203,62362
203.1,61519
203.2,61334
203.3,61251
203.4,61818
203.5,61426
203.6,61568
203.7,61685
203.8,61827
203.9,61897
204,61847
204.1,61879
204.2,61670
204.3,61177
204.4,61557
204.5,61664
204.6,61858
204.7,60952
204.8,62019
204.9,61721
205,61809

